,deep_features,hashtag,name,pic
678,[0.00433062 0.         0.15358868 ... 0.         0.         0.00376865],wedding,dea4688c-3802-41da-9878-601880ec6e5c.jpg,"tf.Tensor(
[[[-0.45490193 -0.45490193 -0.45490193]
  [-0.372549   -0.372549   -0.372549  ]
  [-0.37647057 -0.37647057 -0.37647057]
  ...
  [ 0.34705886  0.34705886  0.34705886]
  [ 0.4647059   0.4647059   0.4647059 ]
  [ 0.9862745   0.9862745   0.9862745 ]]

 [[-0.39999998 -0.39999998 -0.39999998]
  [-0.33137253 -0.33137253 -0.33137253]
  [-0.37647057 -0.37647057 -0.37647057]
  ...
  [ 0.41372553  0.41372553  0.41372553]
  [ 0.5764706   0.5764706   0.5764706 ]
  [ 0.9882353   0.9882353   0.9882353 ]]

 [[-0.38823527 -0.38823527 -0.38823527]
  [-0.38039213 -0.38039213 -0.38039213]
  [-0.3862745  -0.3862745  -0.3862745 ]
  ...
  [ 0.427451    0.427451    0.427451  ]
  [ 0.7313726   0.7313726   0.7313726 ]
  [ 0.9882353   0.9882353   0.9882353 ]]

 ...

 [[-0.5764706  -0.5764706  -0.5764706 ]
  [-0.50784314 -0.50784314 -0.50784314]
  [-0.42745098 -0.42745098 -0.42745098]
  ...
  [-0.58431375 -0.58431375 -0.58431375]
  [-0.58431375 -0.58431375 -0.58431375]
  [-0.58431375 -0.58431375 -0.58431375]]

 [[-0.41176468 -0.41176468 -0.41176468]
  [-0.5882353  -0.5882353  -0.5882353 ]
  [-0.59607846 -0.59607846 -0.59607846]
  ...
  [-0.58431375 -0.58431375 -0.58431375]
  [-0.58431375 -0.58431375 -0.58431375]
  [-0.58431375 -0.58431375 -0.58431375]]

 [[-0.23137254 -0.23137254 -0.23137254]
  [-0.5176471  -0.5176471  -0.5176471 ]
  [-0.5921569  -0.5921569  -0.5921569 ]
  ...
  [-0.57254905 -0.57254905 -0.57254905]
  [-0.58431375 -0.58431375 -0.58431375]
  [-0.58431375 -0.58431375 -0.58431375]]], shape=(160, 160, 3), dtype=float32)"
679,[0.         0.04087749 0.24292701 ... 0.05259041 0.00774717 0.4137388 ],travel,7f51c979-d75d-4b1b-a9c1-311351bc26f1.jpg,"tf.Tensor(
[[[-5.1372546e-01 -4.4117647e-01 -8.7254906e-01]
  [-6.5098041e-01 -6.2745100e-01 -9.0980393e-01]
  [-7.9019606e-01 -8.2745099e-01 -9.3529415e-01]
  ...
  [-5.0392157e-01 -4.3137255e-01 -6.6274512e-01]
  [ 3.8431376e-01  4.2156866e-01  4.6666670e-01]
  [ 4.3333337e-01  4.4117650e-01  5.3137255e-01]]

 [[-4.4509804e-01 -3.8235295e-01 -7.7058828e-01]
  [-1.1568625e-01 -8.8235274e-02 -3.9607844e-01]
  [-8.5098040e-01 -8.7058824e-01 -1.0000000e+00]
  ...
  [-2.4313723e-01 -1.5294115e-01 -5.1764709e-01]
  [ 4.1960788e-01  4.5882356e-01  4.9411768e-01]
  [ 7.0980394e-01  7.0392156e-01  8.8235295e-01]]

 [[-1.5882351e-01 -9.8039195e-02 -4.7647059e-01]
  [-2.3921567e-01 -1.9999999e-01 -5.8431375e-01]
  [-3.9411762e-01 -3.9411762e-01 -7.4705887e-01]
  ...
  [-3.5490194e-01 -2.5686273e-01 -6.6470587e-01]
  [ 6.5294123e-01  7.0588237e-01  6.6862750e-01]
  [ 7.3921573e-01  7.4901962e-01  8.2941175e-01]]

 ...

 [[ 1.4901963e-01  2.9802322e-08 -1.9215684e-01]
  [ 2.9411793e-02 -8.0392122e-02 -2.8431374e-01]
  [-6.2745064e-02 -1.7254901e-01 -3.7843138e-01]
  ...
  [ 9.8627448e-01  8.9019608e-01  8.9803922e-01]
  [ 9.1372550e-01  8.3921570e-01  8.5490197e-01]
  [ 9.0392160e-01  8.4509802e-01  8.6470592e-01]]

 [[-6.8823528e-01 -7.1960783e-01 -8.6666667e-01]
  [-7.7450979e-01 -7.7254903e-01 -9.2941177e-01]
  [-8.0000001e-01 -7.9803920e-01 -9.5294118e-01]
  ...
  [ 8.5098040e-01  7.9215688e-01  7.2549021e-01]
  [ 8.2549024e-01  7.7450979e-01  7.2156864e-01]
  [ 7.9607844e-01  7.4509805e-01  7.0588237e-01]]

 [[-5.6666672e-01 -6.5490198e-01 -8.4509802e-01]
  [-7.4901962e-01 -7.9607844e-01 -9.8823529e-01]
  [-5.2549022e-01 -5.7254905e-01 -7.7843142e-01]
  ...
  [ 6.3137257e-01  4.1568631e-01  2.1764711e-01]
  [ 5.9607846e-01  3.3529416e-01  1.6666672e-01]
  [ 5.5294120e-01  2.5882357e-01  1.1568633e-01]]], shape=(160, 160, 3), dtype=float32)"
680,[0.78887796 0.06143088 0.         ... 0.         0.0539423  0.16521513],animals,c2d27bb7-f458-4fc5-b44b-d7ec8d29f581.jpg,"tf.Tensor(
[[[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 ...

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]], shape=(160, 160, 3), dtype=float32)"
681,[0.         0.         0.         ... 1.8340787  0.01334864 0.1381036 ],wedding,2b8150ed-6110-49f8-9635-5b54c250c5ba.jpg,"tf.Tensor(
[[[0.57058823 0.5862745  0.57843137]
  [0.5627451  0.57843137 0.57058823]
  [0.5529412  0.5686275  0.56078434]
  ...
  [0.6627451  0.6627451  0.6627451 ]
  [0.6529412  0.6529412  0.6529412 ]
  [0.6450981  0.6450981  0.6450981 ]]

 [[0.56078434 0.5764706  0.5686275 ]
  [0.5529412  0.5686275  0.56078434]
  [0.54509807 0.56078434 0.5529412 ]
  ...
  [0.6627451  0.6627451  0.6627451 ]
  [0.6627451  0.6627451  0.6627451 ]
  [0.654902   0.654902   0.654902  ]]

 [[0.5529412  0.5686275  0.56078434]
  [0.54509807 0.56078434 0.5529412 ]
  [0.54509807 0.56078434 0.5529412 ]
  ...
  [0.6627451  0.6627451  0.6627451 ]
  [0.6627451  0.6627451  0.6627451 ]
  [0.6627451  0.6627451  0.6627451 ]]

 ...

 [[0.40784317 0.40784317 0.3921569 ]
  [0.4156863  0.4156863  0.40000004]
  [0.40784317 0.40784317 0.3921569 ]
  ...
  [0.49803925 0.49803925 0.48235297]
  [0.49803925 0.49803925 0.48235297]
  [0.4901961  0.4901961  0.47450984]]

 [[0.4039216  0.4039216  0.38823533]
  [0.4039216  0.4039216  0.38823533]
  [0.39803925 0.39803925 0.38235298]
  ...
  [0.48627454 0.48627454 0.47058827]
  [0.48431376 0.48431376 0.46862748]
  [0.49411768 0.49411768 0.4784314 ]]

 [[0.4039216  0.4039216  0.38823533]
  [0.4039216  0.4039216  0.38823533]
  [0.4058824  0.4058824  0.3901961 ]
  ...
  [0.48627454 0.48627454 0.47058827]
  [0.5039216  0.5039216  0.48823532]
  [0.49411768 0.49411768 0.4784314 ]]], shape=(160, 160, 3), dtype=float32)"
682,[0.08619677 0.         0.37138176 ... 0.         0.         0.        ],food,363ab0f9-7e74-4f1e-aa22-5955f1349d16.jpg,"tf.Tensor(
[[[-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-0.99607843 -0.99607843 -0.99607843]
  ...
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]]

 [[-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-0.99607843 -0.99607843 -0.99607843]
  ...
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]]

 [[-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  ...
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]]

 ...

 [[-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  ...
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]]

 [[-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  ...
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]]

 [[-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  [-0.99215686 -0.99215686 -0.99215686]
  ...
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]
  [-1.         -1.         -1.        ]]], shape=(160, 160, 3), dtype=float32)"
683,[0.         0.         0.         ... 2.3652158  0.         0.24431013],food,4482d182-5f1e-48c8-85db-f74e15d8374f.jpg,"tf.Tensor(
[[[ 0.9607843   0.99215686  0.8803922 ]
  [ 0.98039216  0.99607843  0.8803922 ]
  [ 0.99607843  0.99215686  0.9       ]
  ...
  [ 0.6431373   0.57254905  0.2666667 ]
  [ 0.7529412   0.68235296  0.37647063]
  [ 0.90588236  0.8352941   0.5294118 ]]

 [[ 0.96862745  0.99607843  0.74509805]
  [ 0.9607843   1.          0.79607844]
  [ 0.94509804  1.          0.8392157 ]
  ...
  [ 0.6117647   0.53333336  0.25098044]
  [ 0.6156863   0.5372549   0.254902  ]
  [ 0.6294118   0.55098045  0.2686275 ]]

 [[ 0.9529412   0.9647059   0.7529412 ]
  [ 0.9901961   1.          0.84901965]
  [ 0.97450984  0.9666667   0.80784315]
  ...
  [ 0.5764706   0.49803925  0.22352946]
  [ 0.5764706   0.49803925  0.22352946]
  [ 0.5764706   0.49803925  0.22352946]]

 ...

 [[-0.3117647  -0.8333334  -0.98039216]
  [-0.16470587 -0.7588235  -0.7980392 ]
  [-0.10980392 -0.7509804  -1.        ]
  ...
  [ 0.68235296  0.61960787  0.47058827]
  [ 0.68039215  0.61764705  0.46862748]
  [ 0.69803923  0.63529414  0.48627454]]

 [[ 0.0156863  -0.57843137 -0.8843137 ]
  [-0.3352941  -0.9254902  -0.95490193]
  [ 0.03137261 -0.6254902  -0.972549  ]
  ...
  [ 0.6647059   0.6019608   0.4529412 ]
  [ 0.67647064  0.61372554  0.4647059 ]
  [ 0.672549    0.6098039   0.46078435]]

 [[-0.00196075 -0.6745098  -0.9372549 ]
  [-0.43725488 -0.9764706  -1.        ]
  [ 0.00980397 -0.6862745  -0.8509804 ]
  ...
  [ 0.6745098   0.6117647   0.46274513]
  [ 0.6745098   0.6117647   0.46274513]
  [ 0.69411767  0.6313726   0.48235297]]], shape=(160, 160, 3), dtype=float32)"
684,[0. 0. 0. ... 0. 0. 0.],wedding,8652d153-ac0d-4f56-a1ee-f11434bcd723.jpg,"tf.Tensor(
[[[0.42156866 0.42156866 0.42156866]
  [0.40784317 0.40784317 0.40784317]
  [0.3803922  0.3803922  0.3803922 ]
  ...
  [0.49803925 0.49803925 0.49803925]
  [0.4176471  0.4176471  0.4176471 ]
  [0.54509807 0.54509807 0.54509807]]

 [[0.44901964 0.44901964 0.44901964]
  [0.43921572 0.43921572 0.43921572]
  [0.4411765  0.4411765  0.4411765 ]
  ...
  [0.5254902  0.5254902  0.5254902 ]
  [0.51176476 0.51176476 0.51176476]
  [0.6686275  0.6686275  0.6686275 ]]

 [[0.43921572 0.43921572 0.43921572]
  [0.43137258 0.43137258 0.43137258]
  [0.3784314  0.3784314  0.3784314 ]
  ...
  [0.48431376 0.48431376 0.48431376]
  [0.41372553 0.41372553 0.41372553]
  [0.6882353  0.6882353  0.6882353 ]]

 ...

 [[0.81960785 0.81960785 0.81960785]
  [0.80784315 0.80784315 0.80784315]
  [0.8137255  0.8137255  0.8137255 ]
  ...
  [0.72156864 0.72156864 0.72156864]
  [0.71960783 0.71960783 0.71960783]
  [0.7254902  0.7254902  0.7254902 ]]

 [[0.8137255  0.8137255  0.8137255 ]
  [0.7980392  0.7980392  0.7980392 ]
  [0.7823529  0.7823529  0.7823529 ]
  ...
  [0.70980394 0.70980394 0.70980394]
  [0.7176471  0.7176471  0.7176471 ]
  [0.7176471  0.7176471  0.7176471 ]]

 [[0.8137255  0.8137255  0.8137255 ]
  [0.7980392  0.7980392  0.7980392 ]
  [0.7921569  0.7921569  0.7921569 ]
  ...
  [0.70980394 0.70980394 0.70980394]
  [0.7176471  0.7176471  0.7176471 ]
  [0.7176471  0.7176471  0.7176471 ]]], shape=(160, 160, 3), dtype=float32)"
685,[0.         0.         0.2854792  ... 0.16950339 0.6840289  0.6270462 ],travel,e2b4d584-a514-42a1-8a48-a93a6e8ca9b6.jpg,"tf.Tensor(
[[[-0.69803923 -0.69803923 -0.69803923]
  [-0.6901961  -0.6901961  -0.6901961 ]
  [-0.69411767 -0.69411767 -0.69411767]
  ...
  [-0.69411767 -0.69411767 -0.69411767]
  [-0.6960784  -0.6960784  -0.6960784 ]
  [-0.6882353  -0.6882353  -0.6882353 ]]

 [[-0.69803923 -0.69803923 -0.69803923]
  [-0.6901961  -0.6901961  -0.6901961 ]
  [-0.69411767 -0.69411767 -0.69411767]
  ...
  [-0.69411767 -0.69411767 -0.69411767]
  [-0.6862745  -0.6862745  -0.6862745 ]
  [-0.6784314  -0.6784314  -0.6784314 ]]

 [[-0.70392156 -0.70392156 -0.70392156]
  [-0.6960784  -0.6960784  -0.6960784 ]
  [-0.69411767 -0.69411767 -0.69411767]
  ...
  [-0.6784314  -0.6784314  -0.6784314 ]
  [-0.6784314  -0.6784314  -0.6784314 ]
  [-0.6784314  -0.6784314  -0.6784314 ]]

 ...

 [[ 0.99215686  0.99215686  0.99215686]
  [ 0.99215686  0.99215686  0.99215686]
  [ 0.99215686  0.99215686  0.99215686]
  ...
  [-0.10980392 -0.10980392 -0.10980392]
  [-0.12941176 -0.12941176 -0.12941176]
  [-0.03529409 -0.03529409 -0.03529409]]

 [[ 0.9372549   0.9372549   0.9372549 ]
  [ 0.9372549   0.9372549   0.9372549 ]
  [ 0.9372549   0.9372549   0.9372549 ]
  ...
  [ 0.9882353   0.9882353   0.9882353 ]
  [ 0.99215686  0.99215686  0.99215686]
  [ 0.9901961   0.9901961   0.9901961 ]]

 [[ 0.99215686  0.99215686  0.99215686]
  [ 0.99215686  0.99215686  0.99215686]
  [ 0.99215686  0.99215686  0.99215686]
  ...
  [ 0.982353    0.982353    0.982353  ]
  [ 0.99803925  0.99803925  0.99803925]
  [ 0.99215686  0.99215686  0.99215686]]], shape=(160, 160, 3), dtype=float32)"
686,[0.2761232  0.         0.         ... 0.07835951 0.57466966 0.29902625],wedding,ec47b6c9-719b-4704-8b29-201c4d3d9ad6.jpg,"tf.Tensor(
[[[ 0.62080884  0.4008824  -0.16589467]
  [ 0.50584584  0.24210791 -0.20656863]
  [ 0.27458644  0.10739167 -0.13944584]
  ...
  [ 0.7264461   0.07546575 -0.52605397]
  [ 0.6480155   0.02756182 -0.5914214 ]
  [ 0.7528803   0.1634933  -0.50892127]]

 [[ 0.6965196   0.5428066   0.31330884]
  [ 0.5899136   0.39545417  0.22731411]
  [ 0.47831112  0.39481965  0.37160656]
  ...
  [ 0.72859186  0.04623895 -0.5791288 ]
  [ 0.6156865  -0.0509802  -0.68627435]
  [ 0.7697186   0.1418385  -0.5506493 ]]

 [[ 0.70580804  0.63545305  0.53013444]
  [ 0.6552451   0.54246444  0.44154418]
  [ 0.44271028  0.4474265   0.43958336]
  ...
  [ 0.73872936  0.09656868 -0.47917047]
  [ 0.6188098  -0.01289254 -0.5912233 ]
  [ 0.83049077  0.2067163  -0.4151458 ]]

 ...

 [[-0.06386067 -0.01031939  0.3975238 ]
  [-0.08250229 -0.02689837  0.3807108 ]
  [-0.05674019  0.02169123  0.4216912 ]
  ...
  [-0.7010474  -0.55079466 -0.31390738]
  [-0.46483833 -0.5857784  -0.5160819 ]
  [ 0.638494    0.13589516  0.00256133]]

 [[-0.04846803 -0.00140919  0.3907477 ]
  [-0.03623723  0.0114589   0.40329713]
  [-0.05098039  0.01176476  0.39607847]
  ...
  [-0.6722681  -0.5541528  -0.32693586]
  [-0.5159961  -0.5378926  -0.38822234]
  [ 0.51502764  0.07457259 -0.04526937]]

 [[-0.06394617 -0.04041676  0.3595833 ]
  [-0.07670385 -0.02964503  0.36251187]
  [-0.05882353  0.00392163  0.38823533]
  ...
  [-0.64890885 -0.58839494 -0.36398324]
  [-0.5791198  -0.56633735 -0.3538239 ]
  [ 0.41843355 -0.00256051 -0.09551526]]], shape=(160, 160, 3), dtype=float32)"
687,[0.04397636 0.14993864 0.         ... 0.04253967 0.04413391 0.28845274],babies,d317e4d7-f3ac-4b80-be76-c981d6dc715f.jpg,"tf.Tensor(
[[[ 0.6960784   0.8215686   0.8215686 ]
  [ 0.5647059   0.6901961   0.6901961 ]
  [ 0.6745098   0.8         0.8       ]
  ...
  [-0.5647059  -0.6509804  -0.8       ]
  [-0.6098039  -0.70000005 -0.8333334 ]
  [-0.6686275  -0.76666665 -0.84901965]]

 [[ 0.6156863   0.7411765   0.7411765 ]
  [ 0.69803923  0.8235294   0.8235294 ]
  [ 0.70000005  0.82549024  0.82549024]
  ...
  [-0.68039215 -0.76666665 -0.91568625]
  [-0.60784316 -0.69803923 -0.83137256]
  [-0.6490196  -0.74705887 -0.82941175]]

 [[ 0.6686275   0.7941177   0.7941177 ]
  [ 0.7294118   0.85490197  0.85490197]
  [ 0.7058824   0.83137256  0.83137256]
  ...
  [-0.6254902  -0.7117647  -0.8607843 ]
  [-0.582353   -0.672549   -0.80588233]
  [-0.6450981  -0.74313724 -0.82549024]]

 ...

 [[-0.6333333  -0.6686275  -0.76274514]
  [-0.654902   -0.69803923 -0.7921569 ]
  [-0.672549   -0.7313726  -0.81960785]
  ...
  [ 0.5         0.6921569   0.72352946]
  [ 0.48823532  0.6647059   0.70000005]
  [ 0.48235297  0.64705884  0.6862745 ]]

 [[-0.60784316 -0.627451   -0.72745097]
  [-0.63725495 -0.6686275  -0.76274514]
  [-0.6627451  -0.7058824  -0.8       ]
  ...
  [ 0.6294118   0.8215686   0.85294116]
  [ 0.5254902   0.7019608   0.7372549 ]
  [ 0.46274513  0.627451    0.6666667 ]]

 [[-0.6039216  -0.61372554 -0.7176471 ]
  [-0.61372554 -0.6333333  -0.73333335]
  [-0.63529414 -0.67058825 -0.7647059 ]
  ...
  [ 0.47647062  0.6686275   0.70000005]
  [ 0.5137255   0.6901961   0.7254902 ]
  [ 0.49411768  0.65882355  0.69803923]]], shape=(160, 160, 3), dtype=float32)"
688,[0.04669895 0.08553545 0.         ... 0.         0.         1.3177682 ],travel,210471d5-dbcb-4ac9-96f2-5e88d23b4ac8.jpg,"tf.Tensor(
[[[-0.11960784 -0.00980392  0.29607847]
  [-0.0745098   0.03529418  0.3411765 ]
  [-0.01568627  0.0941177   0.40000004]
  ...
  [-0.5156863  -0.29215685  0.2686275 ]
  [-0.5588236  -0.33921567  0.23921573]
  [-0.5392157  -0.31372547  0.24117652]]

 [[-0.09019607  0.0196079   0.32549024]
  [-0.06470588  0.0450981   0.35098043]
  [ 0.01176475  0.12156868  0.427451  ]
  ...
  [-0.57058823 -0.3470588   0.21372554]
  [-0.56078434 -0.34117645  0.23529416]
  [-0.5372549  -0.3098039   0.22745103]]

 [[-0.06862745  0.04117653  0.34705886]
  [-0.04509804  0.06470594  0.37058827]
  [ 0.02156869  0.1313726   0.43725494]
  ...
  [-0.57843137 -0.3588235   0.2176471 ]
  [-0.5392157  -0.31568626  0.24509808]
  [-0.45490193 -0.22745097  0.29019612]]

 ...

 [[-0.58431375 -0.60784316 -0.7411765 ]
  [-0.6039216  -0.627451   -0.7607843 ]
  [-0.65294117 -0.6764706  -0.80980396]
  ...
  [-0.6901961  -0.64705884 -0.8901961 ]
  [-0.5980392  -0.5392157  -0.7784314 ]
  [-0.7705883  -0.70000005 -0.9313725 ]]

 [[-0.37647057 -0.39999998 -0.54117644]
  [-0.46666664 -0.49019605 -0.6313726 ]
  [-0.41568625 -0.43921566 -0.5803922 ]
  ...
  [-0.5666667  -0.5333333  -0.75686276]
  [-0.7941177  -0.7588235  -0.9313725 ]
  [-0.49607843 -0.44901958 -0.66078436]]

 [[-0.3588235  -0.38235292 -0.53137255]
  [-0.18823528 -0.2117647  -0.3607843 ]
  [-0.58235294 -0.60588235 -0.754902  ]
  ...
  [-0.672549   -0.65686274 -0.83137256]
  [-0.61764705 -0.5921569  -0.75686276]
  [-0.69411767 -0.6666667  -0.82549024]]], shape=(160, 160, 3), dtype=float32)"
689,[0.03959303 0.05057247 0.3883683  ... 1.1962113  0.0753093  0.14840378],animals,6af2c1ab-4612-4ec0-8dfd-d94a44b1159b.jpg,"tf.Tensor(
[[[ 0.87058824  0.8235294   0.7294118 ]
  [ 0.87058824  0.8235294   0.7294118 ]
  [ 0.8745098   0.827451    0.73333335]
  ...
  [ 0.84313726  0.8039216   0.70980394]
  [ 0.85490197  0.8         0.70980394]
  [ 0.85882354  0.79607844  0.70980394]]

 [[ 0.87058824  0.8235294   0.7294118 ]
  [ 0.87058824  0.8235294   0.7294118 ]
  [ 0.8745098   0.827451    0.73333335]
  ...
  [ 0.84313726  0.8039216   0.70980394]
  [ 0.85490197  0.8         0.70980394]
  [ 0.85882354  0.79607844  0.70980394]]

 [[ 0.88235295  0.8352941   0.7411765 ]
  [ 0.88235295  0.8352941   0.7411765 ]
  [ 0.8745098   0.827451    0.73333335]
  ...
  [ 0.84313726  0.8039216   0.70980394]
  [ 0.85490197  0.8         0.70980394]
  [ 0.85882354  0.79607844  0.70980394]]

 ...

 [[-0.8039216  -0.7254902  -0.7254902 ]
  [-0.80980396 -0.7313726  -0.73921573]
  [-0.80784315 -0.72156864 -0.7529412 ]
  ...
  [ 0.17058828 -0.08823529 -0.36274508]
  [-0.0215686  -0.28039214 -0.55490196]
  [ 0.18823534 -0.07058823 -0.34509802]]

 [[-0.76274514 -0.6843138  -0.6843138 ]
  [-0.78039217 -0.7019608  -0.70980394]
  [-0.80980396 -0.72352946 -0.754902  ]
  ...
  [ 0.17647064 -0.08235294 -0.35686272]
  [ 0.02156866 -0.23725489 -0.5117647 ]
  [ 0.1568628  -0.10196078 -0.37647057]]

 [[-0.83137256 -0.7529412  -0.7529412 ]
  [-0.8333334  -0.754902   -0.76274514]
  [-0.70392156 -0.61764705 -0.6490196 ]
  ...
  [ 0.15490201 -0.10392156 -0.37843135]
  [ 0.03725493 -0.22156861 -0.49607843]
  [ 0.19215691 -0.06666666 -0.34117645]]], shape=(160, 160, 3), dtype=float32)"
690,[0.         0.80058706 0.         ... 1.6567158  0.         0.        ],wedding,b4f2fc98-e8b6-4b72-85c3-a308992db4fd.jpg,"tf.Tensor(
[[[-1.35294110e-01 -1.84313715e-01 -1.84313715e-01]
  [-1.37254894e-01 -1.76470578e-01 -1.80392146e-01]
  [-1.90196067e-01 -2.19607830e-01 -2.27450967e-01]
  ...
  [ 7.05882907e-02  2.98023224e-08 -4.70588207e-02]
  [ 5.88235855e-02 -1.17646754e-02 -5.88235259e-02]
  [ 1.96078867e-02 -5.09803891e-02 -9.80392098e-02]]

 [[-1.01960778e-01 -1.60784304e-01 -1.41176462e-01]
  [-1.11764699e-01 -1.80392146e-01 -1.56862736e-01]
  [-1.60784304e-01 -2.39215672e-01 -2.11764693e-01]
  ...
  [-3.13725471e-02 -9.80392098e-02 -1.29411757e-01]
  [-4.31372523e-02 -1.09803915e-01 -1.41176462e-01]
  [-8.23529363e-02 -1.49019599e-01 -1.80392146e-01]]

 [[-1.78431362e-01 -1.80392146e-01 -2.11764693e-01]
  [-1.76470578e-01 -1.94117635e-01 -2.21568614e-01]
  [-1.96078420e-01 -2.49019593e-01 -2.64705867e-01]
  ...
  [-1.05882347e-01 -1.60784304e-01 -1.68627441e-01]
  [-1.21568620e-01 -1.76470578e-01 -1.84313715e-01]
  [-1.45098031e-01 -1.99999988e-01 -2.07843125e-01]]

 ...

 [[-5.45098066e-01 -3.33333313e-01 -5.29411793e-01]
  [-5.09803951e-01 -2.82352924e-01 -4.66666639e-01]
  [-4.49019581e-01 -2.21568614e-01 -3.94117624e-01]
  ...
  [ 6.66667223e-02 -3.84313703e-01 -6.47058845e-01]
  [ 8.62745643e-02 -3.64705861e-01 -6.35294139e-01]
  [ 5.29412329e-02 -3.52941155e-01 -6.43137276e-01]]

 [[-5.09803951e-01 -2.82352924e-01 -4.82352912e-01]
  [-4.70588207e-01 -2.35294104e-01 -4.23529387e-01]
  [-4.19607818e-01 -1.74509794e-01 -3.52941155e-01]
  ...
  [ 7.84316659e-03 -4.19607818e-01 -6.29411817e-01]
  [ 1.76471025e-02 -4.13725466e-01 -6.03921592e-01]
  [-7.84310699e-03 -3.99999976e-01 -6.00000024e-01]]

 [[-4.56862718e-01 -2.60784298e-01 -4.52941149e-01]
  [-4.43137228e-01 -2.35294104e-01 -4.11764681e-01]
  [-4.13725466e-01 -1.92156851e-01 -3.64705861e-01]
  ...
  [-1.33333325e-01 -4.33333308e-01 -6.05882406e-01]
  [-1.52941167e-01 -4.58823502e-01 -6.00000024e-01]
  [-1.76470578e-01 -4.50980365e-01 -5.94117641e-01]]], shape=(160, 160, 3), dtype=float32)"
